indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,23639.15,-227.7,-0.95,23674.85,23833.15,23556.3,23866.85,26373.2,21743.65,20.68,3.21,1.32,40,10,5.2,-8.4
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,66424.55,-74.1,-0.11,66119.0,66815.25,65299.0,66498.65,70833.65,57250.25,18.56,3.44,1.42,28,21,12.06,-4.99
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,55100.95,-634.8,-1.14,55008.2,55636.95,54760.55,55735.75,61764.85,48196.1,14.76,1.92,1.06,10,4,14.66,-9.28
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,25663.2,-257.6,-0.99,25593.9,25925.75,25512.25,25920.8,28562.5,23305.45,16.39,2.7,0.9,14,6,10.01,-9.59
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,12961.15,-0.75,-0.01,12884.2,13068.65,12701.8,12961.9,14118.4,5520.25,27.25,4.27,0.86,12,13,18.78,-6.71
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24375.1,-199.45,-0.81,24386.55,24564.7,24235.7,24574.55,26975.15,22177.35,20.29,3.25,1.34,68,31,6.35,-7.84
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13317.8,-97.9,-0.73,13318.05,13420.9,13217.65,13415.7,14700.95,11941.45,21.7,3.38,1.25,138,61,7.94,-7.68
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,21897.5,-144.8,-0.66,21888.4,22059.6,21703.9,22042.3,24144.2,19519.85,22.21,3.4,1.19,308,191,8.06,-7.42
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,15922.2,-69.45,-0.43,15896.4,16047.3,15684.4,15991.65,17572.45,13269.65,30.7,4.24,0.86,33,17,15.85,-7.71
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,56253.75,-207.35,-0.37,56142.5,56684.3,55378.65,56461.1,61548.85,46966.6,31.3,4.09,0.86,70,30,16.02,-6.97
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,16305.25,-109.6,-0.67,16337.15,16423.05,16097.45,16414.85,19224.95,14084.3,29.06,3.52,0.78,63,37,8.38,-5.99
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,21.52,0.46,2.16,21.06,22.36,20.82,21.06,24.49,8.72,0,0,0,,,57.2,83.46
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,20790.9,-48.45,-0.23,20720.85,20933.25,20442.1,20839.35,22650.05,17269.5,30.97,4.2,0.87,97,53,15.41,-6.57
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,7985.2,-69.0,-0.86,8017.3,8053.35,7898.75,8054.2,9282.7,6776.05,28.76,3.54,0.81,33,17,9.83,-5.81
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,15266.45,-60.15,-0.39,15252.95,15360.3,15026.95,15326.6,18077.35,13314.7,25.14,3.26,0.78,143,107,7.56,-6.05
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,18742.0,-53.85,-0.29,18694.55,18865.8,18434.9,18795.85,20668.15,15832.85,28.72,3.83,0.84,240,160,12.63,-6.39
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,15145.3,-85.35,-0.56,15132.55,15252.65,14979.35,15230.65,17112.15,5531.55,23.48,3.45,1.08,308,191,8.91,-7.08
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,15562.3,-81.25,-0.52,15539.35,15675.3,15386.8,15643.55,17095.2,5635.2,24.58,3.67,1.1,165,84,10.81,-7.2
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,12278.15,-79.65,-0.64,12272.65,12369.3,12166.4,12357.8,13842.6,6252.1,22.27,3.36,1.18,460,289,7.82,-7.46
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,20309.75,-62.95,-0.31,20283.2,20476.9,19948.9,20372.7,26476.9,5802.95,23.83,2.59,0.86,152,98,1.67,-8.65
BROAD MARKET INDICES,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,16649.8,-79.8,-0.48,16628.5,16764.0,16438.25,16729.6,18838.1,14014.4,24.76,3.52,0.99,308,191,9.77,-6.82
BROAD MARKET INDICES,NIFTY INDIA FPI 150,NIFTY FPI 150,1484.55,-9.4,-0.63,1484.85,1495.6,1472.75,1493.95,1641.4,1346.5,22.72,3.6,1.27,100,49,0.0,-7.25
SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,25098.0,-828.0,-3.19,25688.3,25721.3,25046.0,25926.0,29179.1,19316.65,29.67,4.3,1.26,15,0,20.76,-11.95
SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,28087.05,-207.45,-0.73,27959.2,28351.95,27830.5,28294.5,0.0,0.0,16.32,2.83,0.99,14,6,12.66,-9.3
SECTORAL INDICES,NIFTY FMCG,NIFTY FMCG,48189.15,-870.55,-1.77,48909.8,48929.0,48036.5,49059.7,58485.05,48036.5,34.76,8.63,1.71,15,0,-7.25,-7.12
SECTORAL INDICES,NIFTY IT,NIFTY IT,29579.45,-72.25,-0.24,29587.05,29790.8,29322.8,29651.7,40301.4,29322.8,21.02,5.49,3.58,6,4,-18.54,-10.8
SECTORAL INDICES,NIFTY MEDIA,NIFTY MEDIA,1349.15,4.4,0.33,1338.1,1357.4,1313.05,1344.75,1786.15,1302.55,28.32,1.42,1.37,4,6,-7.58,-8.47
SECTORAL INDICES,NIFTY METAL,NIFTY METAL,11863.9,41.8,0.35,11833.75,11917.5,11580.9,11822.1,12509.75,7690.2,20.12,3.09,1.55,7,8,33.99,-3.38
SECTORAL INDICES,NIFTY PHARMA,NIFTY PHARMA,23275.2,-72.85,-0.31,23299.7,23388.0,23083.2,23348.05,23540.9,19121.1,34.83,5.07,0.68,12,7,13.96,3.97
SECTORAL INDICES,NIFTY PSU BANK,NIFTY PSU BANK,8846.05,-2.35,-0.03,8745.85,8953.3,8659.3,8848.4,9918.65,5756.35,8.78,1.45,2.17,4,8,53.6,-4.15
SECTORAL INDICES,NIFTY PRIVATE BANK,NIFTY PVT BANK,26056.65,-423.5,-1.6,26119.4,26318.0,26004.85,26480.15,29748.45,24020.15,18.25,2.06,0.6,8,2,8.61,-10.11
SECTORAL INDICES,NIFTY REALTY,NIFTY REALTY,719.5,-11.9,-1.63,727.2,731.25,714.2,731.4,1049.7,714.2,32.41,3.48,0.41,10,0,-11.72,-14.58
