indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,24171.05,-155.6,-0.64,24233.65,24253.8,24138.4,24326.65,26373.2,22182.55,21.16,3.33,1.28,30,20,-0.42,0.72
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,71549.75,-303.15,-0.42,71776.4,71889.6,71452.6,71852.9,72037.6,59896.1,20.14,3.83,1.39,35,15,14.0,8.17
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,55438.85,-608.55,-1.09,55783.95,55797.7,55368.5,56047.4,61764.85,49954.85,14.14,1.91,1.05,11,3,1.97,-0.48
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26112.5,-337.0,-1.27,26344.35,26353.15,26087.2,26449.5,28562.5,23373.95,17.11,2.84,0.86,17,3,0.51,0.23
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14493.05,-58.4,-0.4,14547.5,14590.6,14459.55,14551.45,14577.2,5520.25,32.35,4.95,0.61,14,11,20.94,9.63
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25167.8,-151.7,-0.6,25235.7,25247.15,25133.95,25319.5,26975.15,22720.45,20.96,3.41,1.3,65,35,1.98,2.03
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13918.8,-73.1,-0.52,13956.25,13962.9,13900.15,13991.9,14700.95,12396.1,22.84,3.63,1.18,124,76,4.44,3.32
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23118.95,-95.05,-0.41,23166.05,23185.65,23080.3,23214.0,24144.2,20385.65,23.65,3.67,1.11,282,218,5.84,4.44
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17624.2,6.65,0.04,17636.55,17686.3,17555.45,17617.55,17644.1,14783.9,34.76,4.8,0.6,24,26,16.73,8.72
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,61875.35,-127.8,-0.21,62039.15,62113.85,61766.35,62003.15,62094.4,52032.85,36.11,4.89,0.66,59,41,16.24,8.94
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,18767.95,72.3,0.39,18714.4,18795.8,18669.1,18695.65,19224.95,14986.0,31.74,3.65,0.64,52,48,15.97,13.48
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,17.09,0.47,2.84,16.62,17.43,16.16,16.62,28.91,8.72,0,0,0,,,-18.66,-13.25
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22769.4,-35.55,-0.16,22824.5,22846.7,22728.0,22804.95,22836.9,19165.1,34.17,4.88,0.7,89,61,16.22,8.9
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9186.4,17.8,0.19,9179.95,9208.25,9148.15,9168.6,9282.7,7338.35,29.65,3.47,0.66,26,24,17.79,13.71
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,17469.35,60.35,0.35,17416.4,17506.4,17389.95,17409.0,18077.35,14143.45,31.26,3.68,0.68,128,122,15.08,12.83
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,20828.5,2.9,0.01,20840.4,20886.3,20777.25,20825.6,20855.45,17390.85,33.13,4.39,0.69,217,183,15.76,10.2
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,16301.9,-38.25,-0.23,16319.65,16346.9,16267.95,16340.15,17112.15,5531.55,25.76,3.77,0.98,282,218,8.83,6.47
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,16557.05,-61.65,-0.37,16599.35,16608.6,16531.0,16618.7,17095.2,5635.2,26.17,4.04,0.99,154,96,8.96,5.46
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,13021.0,-50.5,-0.39,13046.3,13059.0,12998.5,13071.5,13842.6,6252.1,23.81,3.66,1.09,418,332,6.21,4.81
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,24061.75,38.3,0.16,24054.15,24153.85,23987.55,24023.45,26476.9,5802.95,28.49,3.41,0.64,136,114,15.87,14.46
BROAD MARKET INDICES,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,18163.15,-21.65,-0.12,18173.8,18212.25,18120.95,18184.8,18838.1,14014.4,27.75,3.9,0.88,282,218,11.13,7.94
BROAD MARKET INDICES,NIFTY INDIA FPI 150,NIFTY FPI 150,1558.1,-6.5,-0.42,1560.9,1562.55,1554.95,1564.6,1641.4,1346.5,23.7,3.79,1.19,90,60,0.0,3.56
SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,27274.35,-65.6,-0.24,27244.8,27392.15,27082.6,27339.95,29179.1,22220.7,31.2,4.69,1.16,8,7,20.29,4.89
SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,28586.6,-330.8,-1.14,28829.85,28845.0,28558.75,28917.4,0.0,0.0,16.91,2.95,0.96,17,3,3.58,0.81
SECTORAL INDICES,NIFTY FMCG,NIFTY FMCG,51140.3,71.85,0.14,51107.55,51261.2,50756.85,51068.45,58485.05,45334.15,36.05,9,1.61,4,11,-8.71,7.2
SECTORAL INDICES,NIFTY IT,NIFTY IT,29360.35,316.85,1.09,29031.55,29363.75,28961.8,29043.5,40301.4,28288.05,19.73,5.38,3.7,2,8,-18.45,-6.99
SECTORAL INDICES,NIFTY MEDIA,NIFTY MEDIA,1478.2,6.0,0.41,1467.9,1481.65,1465.65,1472.2,1786.15,1245.05,30.92,1.55,1.19,5,5,-3.2,9.52
SECTORAL INDICES,NIFTY METAL,NIFTY METAL,13062.35,-103.05,-0.78,13156.0,13167.15,13037.55,13165.4,13256.2,8256.2,22.82,3.45,1.55,11,4,54.98,8.14
SECTORAL INDICES,NIFTY PHARMA,NIFTY PHARMA,24120.05,-15.45,-0.06,24043.45,24306.75,24030.65,24135.5,24268.1,20576.05,36.01,5.26,0.65,11,9,14.23,9.68
SECTORAL INDICES,NIFTY PSU BANK,NIFTY PSU BANK,8529.1,-107.5,-1.24,8612.05,8613.55,8518.3,8636.6,9918.65,6062.0,8.41,1.4,2.26,12,0,38.27,-2.15
SECTORAL INDICES,NIFTY PRIVATE BANK,NIFTY PVT BANK,26447.75,-334.1,-1.25,26642.0,26649.25,26414.95,26781.85,29748.45,23957.45,17.6,2.13,0.6,8,2,-2.61,-1.05
SECTORAL INDICES,NIFTY REALTY,NIFTY REALTY,824.9,-2.6,-0.31,827.35,828.1,820.2,827.5,1049.7,638.65,37.39,3.96,0.35,6,4,-2.24,10.61
SECTORAL INDICES,NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,15418.7,27.6,0.18,15340.3,15521.65,15324.85,15391.1,15456.25,6482.8,39.17,5.77,0.55,9,11,12.57,9.52
SECTORAL INDICES,NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,36764.6,-293.6,-0.79,37055.5,37081.15,36695.55,37058.2,44426.55,14089.55,58.41,12.11,0.38,11,2,1.13,2.32
SECTORAL INDICES,NIFTY OIL & GAS,NIFTY OIL AND GAS,11577.2,-131.4,-1.12,11658.85,11661.85,11566.05,11708.6,13607.2,4632.7,9.73,1.59,2.26,12,3,4.27,3.97
SECTORAL INDICES,NIFTY MIDSMALL HEALTHCARE,NIFTY MIDSML HLTH,47660.5,97.65,0.21,47454.95,48076.1,47438.95,47562.85,47791.55,20019.15,44.64,5.87,0.4,11,19,18.78,11.68
SECTORAL INDICES,NIFTY FINANCIAL SERVICES EX-BANK,NIFTY FINSEREXBNK,32220.4,-181.95,-0.56,32405.8,32410.3,32157.5,32402.35,32654.2,21702.4,23.75,4.46,0.73,19,11,19.06,6.95
SECTORAL INDICES,NIFTY MIDSMALL FINANCIAL SERVICES,NIFTY MS FIN SERV,22228.35,-63.5,-0.28,22315.05,22344.45,22144.4,22291.85,22342.95,12407.95,29.97,3.36,0.5,19,11,39.09,10.74
SECTORAL INDICES,NIFTY MIDSMALL IT & TELECOM,NIFTY MS IT TELCM,8943.65,129.75,1.47,8819.55,8945.2,8792.35,8813.9,11723.2,7748.35,56.37,8.22,1.22,4,16,-3.39,5.13
