indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,22912.4,399.75,1.78,22878.45,23057.3,22624.2,22512.65,26373.2,21743.65,19.7,3.06,1.39,5,45,-3.15,-9.88
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,62360.7,945.8,1.54,62668.15,62876.2,61349.35,61414.9,70833.65,57250.25,17.16,3.18,1.55,3,47,-2.01,-10.63
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,52605.65,1167.9,2.27,52384.8,52949.15,51827.5,51437.75,61764.85,49156.95,13.78,1.8,1.14,0,14,1.74,-13.83
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,24482.2,523.0,2.18,24388.1,24614.1,24102.75,23959.2,28562.5,23546.5,15.3,2.52,0.98,0,20,-2.3,-13.48
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,12532.4,348.85,2.86,12453.95,12581.1,12231.4,12183.55,14118.4,5520.25,25.62,4.02,0.91,0,25,7.12,-6.81
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,23499.3,401.05,1.74,23489.5,23654.75,23192.55,23098.25,26975.15,22177.35,19.23,3.08,1.41,8,92,-2.95,-10.01
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,12832.9,238.6,1.89,12819.4,12912.0,12647.4,12594.3,14700.95,11941.45,20.53,3.19,1.32,9,191,-1.95,-9.72
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,21067.0,402.75,1.95,21045.45,21183.15,20743.9,20664.25,24144.2,19519.85,20.96,3.21,1.26,41,459,-2.19,-9.6
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,15411.75,411.25,2.74,15322.85,15477.35,15079.55,15000.5,17572.45,13269.65,28.92,3.99,0.87,0,50,3.92,-7.82
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,54087.0,1369.45,2.6,53878.3,54315.95,52958.8,52717.55,61548.85,46966.6,29.33,3.83,0.89,1,99,2.98,-8.43
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,15495.2,396.5,2.63,15459.7,15534.7,15115.7,15098.7,19224.95,14084.3,26.9,3.26,0.79,7,93,-5.31,-8.63
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,24.74,-1.99,-7.44,26.73,26.73,24.63,26.73,27.17,8.72,0,0,0,,,80.58,74.84
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,19931.5,485.75,2.5,19869.15,20006.7,19528.4,19445.75,22650.05,17269.5,28.97,3.93,0.9,10,140,2.64,-8.66
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,7598.25,197.65,2.67,7576.2,7618.95,7398.7,7400.6,9282.7,6776.05,26.64,3.28,0.79,2,48,-3.59,-8.83
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,14574.25,341.4,2.4,14556.7,14604.1,14240.75,14232.85,18077.35,13314.7,23.43,3.04,0.81,23,227,-5.32,-8.53
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,17941.9,431.55,2.46,17897.4,17995.2,17563.05,17510.35,20668.15,15832.85,26.83,3.58,0.87,33,367,-0.18,-8.61
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,14544.8,298.1,2.09,14525.9,14611.35,14294.1,14246.7,17112.15,5531.55,22.08,3.25,1.13,41,459,-2.1,-9.3
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,14960.55,310.45,2.12,14933.85,15037.45,14712.1,14650.1,17095.2,5635.2,23.14,3.46,1.16,18,232,-0.14,-9.33
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,11812.8,229.6,1.98,11799.0,11876.95,11628.55,11583.2,13842.6,6252.1,21.01,3.17,1.24,65,684,-2.47,-9.57
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,19553.75,546.85,2.88,19453.4,19642.4,19111.1,19006.9,26476.9,5802.95,22.3,2.42,0.92,24,225,-9.58,-8.77
BROAD MARKET INDICES,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,15969.15,345.45,2.21,15943.7,16031.75,15671.15,15623.7,18838.1,14014.4,23.24,3.31,1.04,41,459,-1.84,-9.07
BROAD MARKET INDICES,NIFTY INDIA FPI 150,NIFTY FPI 150,1435.65,25.15,1.78,1435.15,1444.65,1415.4,1410.5,1641.4,1346.5,21.59,3.42,1.33,7,143,0.0,-8.74
SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,24515.25,580.5,2.43,24458.45,24728.3,24055.45,23934.75,29179.1,19316.65,28.29,4.1,1.32,0,15,11.74,-12.29
SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,26741.95,549.65,2.1,26656.15,26871.1,26314.4,26192.3,0.0,0.0,15.22,2.64,1.08,0,20,-0.31,-12.76
SECTORAL INDICES,NIFTY FMCG,NIFTY FMCG,46408.3,571.25,1.25,46498.5,46822.7,45777.2,45837.05,58485.05,45740.9,33.06,8.12,1.79,0,15,-12.82,-11.16
SECTORAL INDICES,NIFTY IT,NIFTY IT,29648.9,501.85,1.72,29572.75,29926.35,29210.7,29147.05,40301.4,28288.05,20.71,5.41,3.63,0,10,-20.34,-1.35
SECTORAL INDICES,NIFTY MEDIA,NIFTY MEDIA,1296.55,43.2,3.45,1272.05,1301.7,1257.8,1253.35,1786.15,1245.05,26.31,1.32,1.41,0,10,-16.28,-8.1
SECTORAL INDICES,NIFTY METAL,NIFTY METAL,11059.15,195.7,1.8,11114.2,11150.8,10909.9,10863.45,12509.75,7690.2,18.43,2.83,1.59,1,14,19.39,-8.4
SECTORAL INDICES,NIFTY PHARMA,NIFTY PHARMA,22239.8,186.7,0.85,22305.95,22364.3,21993.95,22053.1,23540.9,19121.1,33,4.8,0.71,4,16,2.15,-1.73
SECTORAL INDICES,NIFTY PSU BANK,NIFTY PSU BANK,8357.55,125.9,1.53,8429.6,8449.3,8287.85,8231.65,9918.65,5904.1,8.17,1.35,2.33,0,12,32.11,-14.94
SECTORAL INDICES,NIFTY PRIVATE BANK,NIFTY PVT BANK,25046.25,609.35,2.49,24832.2,25182.65,24624.5,24436.9,29748.45,24384.45,17.11,1.93,0.64,0,10,-3.08,-13.25
SECTORAL INDICES,NIFTY REALTY,NIFTY REALTY,673.95,10.55,1.59,675.65,681.5,665.7,663.4,1049.7,661.35,29.88,3.21,0.45,1,9,-23.06,-15.58
SECTORAL INDICES,NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,14229.5,150.2,1.07,14243.05,14313.4,14083.3,14079.3,15148.75,6482.8,35.76,5.28,0.6,3,17,1.19,-2.97
SECTORAL INDICES,NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,33581.75,635.95,1.93,33708.8,33828.0,32922.15,32945.8,44426.55,14089.55,52.42,10.32,0.45,0,15,-7.7,-10.35
SECTORAL INDICES,NIFTY OIL & GAS,NIFTY OIL AND GAS,10878.5,140.65,1.31,10919.6,10941.85,10771.6,10737.85,13607.2,4632.7,9.07,1.46,2.46,3,12,1.68,-10.92
SECTORAL INDICES,NIFTY MIDSMALL HEALTHCARE,NIFTY MIDSML HLTH,41593.0,665.7,1.63,41587.85,41700.2,40872.2,40927.3,46103.35,20019.15,38.33,4.99,0.46,4,26,0.69,-3.61
SECTORAL INDICES,NIFTY FINANCIAL SERVICES EX-BANK,NIFTY FINSEREXBNK,28146.9,738.25,2.69,28010.0,28234.25,27557.7,27408.65,32654.2,21702.4,20.55,3.86,0.91,0,30,5.88,-11.61
SECTORAL INDICES,NIFTY MIDSMALL FINANCIAL SERVICES,NIFTY MS FIN SERV,18770.95,533.3,2.92,18654.4,18814.2,18357.45,18237.65,21300.0,12407.95,25.39,2.62,0.72,0,30,25.16,-9.52
SECTORAL INDICES,NIFTY MIDSMALL IT & TELECOM,NIFTY MS IT TELCM,7955.35,185.1,2.38,7950.25,7993.0,7748.35,7770.25,11723.2,7748.35,55.25,7.6,1.4,1,19,-14.47,-6.42
SECTORAL INDICES,NIFTY CHEMICALS,NIFTY CHEMICALS,25718.6,613.1,2.44,25589.2,25836.45,25121.35,25105.5,31895.45,24962.95,35.42,3.7,0.69,1,19,-8.45,-7.31
SECTORAL INDICES,NIFTY500 HEALTHCARE,NIFTY500 HEALTH,17912.0,224.65,1.27,17920.3,17999.2,17699.45,17687.35,19594.1,16294.6,36.51,5.35,0.57,8,42,0.0,-3.83
STRATEGY INDICES,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY DIV OPPS 50,5762.2,67.2,1.18,5800.1,5810.9,5704.7,5695.0,6584.65,5288.6,13.08,2.64,3.01,4,46,-2.67,-8.48
STRATEGY INDICES,NIFTY GROWTH SECTORS 15,NIFTY GROWSECT 15,10548.35,147.3,1.42,10556.0,10647.95,10443.3,10401.05,12852.45,9722.65,26.76,6.18,2.04,2,13,-3.12,-7.25
STRATEGY INDICES,NIFTY100 QUALITY 30,NIFTY100 QUALTY30,5147.35,68.3,1.34,5164.4,5194.0,5083.45,5079.05,0.0,0.0,27.53,6.95,2.04,1,29,-2.1,-7.34
STRATEGY INDICES,NIFTY50 VALUE 20,NIFTY50 VALUE 20,11832.8,137.75,1.18,11873.65,11921.45,11715.85,11695.05,13684.4,11375.5,15.56,2.69,2.09,3,17,-6.62,-8.41
STRATEGY INDICES,NIFTY50 TR 2X LEVERAGE,NIFTY50 TR 2X LEV,16642.05,568.45,3.54,16593.6,16848.75,16231.55,16073.6,22435.45,15663.75,0,0,0,,,-10.65,-19.46
STRATEGY INDICES,NIFTY50 PR 2X LEVERAGE,NIFTY50 PR 2X LEV,11095.7,379.0,3.54,11063.4,11233.5,10822.0,10716.7,14993.4,10677.0,0,0,0,,,-12.62,-19.47
STRATEGY INDICES,NIFTY50 TR 1X INVERSE,NIFTY50 TR 1X INV,187.3,-3.35,-1.76,187.55,189.7,186.05,190.65,192.05,161.8,0,0,0,,,5.97,10.93
STRATEGY INDICES,NIFTY50 PR 1X INVERSE,NIFTY50 PR 1X INV,229.1,-4.1,-1.76,229.45,232.1,227.6,233.2,233.6,197.8,0,0,0,,,7.08,10.89
STRATEGY INDICES,NIFTY50 DIVIDEND POINTS,NIFTY50 DIV POINT,279.19,0.0,0.0,279.19,279.19,279.19,279.19,0.0,0.0,0,0,0,,,-3.52,0.65
STRATEGY INDICES,NIFTY ALPHA 50,NIFTY ALPHA 50,45980.9,1138.35,2.54,45827.45,46121.4,45060.3,44842.55,0.0,0.0,27.86,3.88,0.66,0,50,-3.77,-9.6
