indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,25048.65,-241.25,-0.0095,25344.6,25347.95,25025.3,25289.9,26373.2,21743.65,21.76,3.41,0.0132,37,13,0.0818,-0.0431
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,66260.55,-1332.25,-0.0197,67829.2,67834.25,66109.75,67592.8,70833.65,56192.45,19.21,3.45,0.0148,47,3,0.054000000000000006,-0.040999999999999995
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,58473.1,-727.0,-0.0123,59305.15,59400.15,58346.25,59200.1,60437.35,47702.9,15.91,2.15,0.01,13,1,0.20010000000000003,-0.0139
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26821.35,-328.6,-0.0121,27193.45,27226.25,26779.05,27149.95,28065.5,22795.95,17.3,2.83,0.0087,19,1,0.1841,-0.0277
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,13066.65,-258.8,-0.0194,13388.3,13388.9,13044.05,13325.45,14118.4,6054.2,26.91,4.31,0.0085,24,1,0.09630000000000001,-0.06309999999999999
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25570.5,-289.75,-0.011200000000000002,25921.8,25922.9,25541.65,25860.25,26975.15,22177.35,21.3,3.41,0.0134,84,16,0.07719999999999999,-0.042800000000000005
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13889.1,-174.8,-0.0124,14100.9,14101.6,13872.2,14063.9,14700.95,11941.45,22.58,3.53,0.0125,168,32,0.07690000000000001,-0.046
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,22706.2,-302.55,-0.0131,23072.3,23073.35,22679.7,23008.75,24144.2,19519.85,23.12,3.53,0.011899999999999999,427,72,0.061200000000000004,-0.049800000000000004
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,16348.15,-323.85,-0.0194,16740.9,16742.4,16320.5,16672.0,17572.45,13269.65,31.22,4.36,0.0084,43,7,0.1065,-0.0599
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,57145.65,-1045.65,-0.018000000000000002,58410.35,58416.2,57048.9,58191.3,61548.85,46865.7,31.11,4.15,0.0084,84,16,0.0759,-0.0604
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,16352.75,-324.5,-0.0195,16765.4,16770.85,16326.35,16677.25,19224.95,14084.3,29.55,3.54,0.0078000000000000005,86,14,-0.04769999999999999,-0.07400000000000001
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,14.19,0.84,0.06309999999999999,13.35,14.43,12.28,13.35,23.19,8.72,,,,,,-0.154,0.5128
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,21008.55,-367.45,-0.0172,21451.75,21453.75,20976.0,21376.0,22650.05,17269.5,30.88,4.24,0.0085,128,22,0.0666,-0.0602
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,7984.55,-156.1,-0.0192,8189.1,8193.15,7971.35,8140.65,9282.7,6776.05,29.36,3.54,0.008,45,5,-0.030699999999999998,-0.0747
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,15314.6,-304.2,-0.0195,15681.5,15683.6,15288.8,15618.8,18077.35,13314.7,26.73,3.27,0.0077,215,34,-0.0559,-0.0794
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,18891.85,-345.55,-0.018000000000000002,19308.65,19310.65,18862.0,19237.4,20668.15,15832.85,29.35,3.86,0.008199999999999999,343,56,0.0222,-0.0667
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,15566.45,-232.6,-0.0147,15847.55,15848.45,15548.5,15799.05,17112.15,8254.5,24.39,3.55,0.0108,427,72,0.0421,-0.056299999999999996
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,16021.8,-230.5,-0.014199999999999999,16300.4,16301.15,16001.25,16252.3,17095.2,8318.55,25.17,3.78,0.011000000000000001,212,38,0.0728,-0.051500000000000004
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,12720.0,-173.3,-0.0134,12929.55,12930.15,12705.4,12893.3,13842.6,7145.35,23.16,3.49,0.0118,635,113,0.054299999999999994,-0.051399999999999994
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,20526.1,-449.8,-0.021400000000000002,21062.95,21065.1,20465.9,20975.9,26476.9,8567.2,24.47,2.62,0.0086,208,41,-0.1128,-0.0942
BROAD MARKET INDICES,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,16995.9,-274.85,-0.0159,17327.85,17328.95,16975.95,17270.75,18330.05,14479.0,25.66,3.6,0.009899999999999999,427,72,0.029900000000000003,-0.0608
BROAD MARKET INDICES,NIFTY INDIA FPI 150,NIFTY FPI 150,1548.8,-19.85,-0.0127,1573.1,1573.1,1547.0,1568.65,1641.4,1346.5,23.73,3.75,0.0126,125,25,0.0,-0.0462
SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,26804.55,-305.65,-0.0113,27171.05,27230.85,26766.7,27110.2,29179.1,19316.65,29.11,4.59,0.011699999999999999,13,2,0.2034,-0.039
SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,29285.9,-334.7,-0.0113,29653.5,29691.3,29242.85,29620.6,0.0,0.0,17.19,2.96,0.0096,19,1,0.1998,-0.030899999999999997
SECTORAL INDICES,NIFTY FMCG,NIFTY FMCG,51662.05,-316.35,-0.0060999999999999995,52135.6,52217.5,51594.1,51978.4,59302.55,50199.35,37.9,9.32,0.021400000000000002,12,3,-0.0708,-0.0666
SECTORAL INDICES,NIFTY IT,NIFTY IT,38238.5,-63.25,-0.0017000000000000001,38513.7,38576.65,38149.3,38301.75,43431.8,30918.95,27.26,7.1,0.0276,5,5,-0.10220000000000001,-0.0239
SECTORAL INDICES,NIFTY MEDIA,NIFTY MEDIA,1351.55,-34.8,-0.025099999999999997,1396.2,1397.0,1346.15,1386.35,1786.15,1339.8,29.09,1.42,0.0147,8,2,-0.18739999999999998,-0.043899999999999995
SECTORAL INDICES,NIFTY METAL,NIFTY METAL,11477.8,-95.9,-0.0083,11673.95,11783.9,11460.75,11573.7,11783.9,7690.2,20.37,2.99,0.0159,9,6,0.35509999999999997,0.07
SECTORAL INDICES,NIFTY PHARMA,NIFTY PHARMA,21722.25,-205.75,-0.009399999999999999,22007.05,22033.5,21676.4,21928.0,23492.55,19121.1,32.28,4.7,0.0070999999999999995,17,3,-0.014199999999999999,-0.0504
SECTORAL INDICES,NIFTY PSU BANK,NIFTY PSU BANK,8781.05,-203.75,-0.0227,9030.1,9030.1,8753.75,8984.8,9093.65,5530.35,8.88,1.44,0.0218,12,0,0.40619999999999995,0.0519
SECTORAL INDICES,NIFTY PRIVATE BANK,NIFTY PVT BANK,28001.95,-304.75,-0.0108,28362.45,28424.95,27930.9,28306.7,29059.0,23783.15,19.38,2.21,0.005600000000000001,8,2,0.1684,-0.0175
SECTORAL INDICES,NIFTY REALTY,NIFTY REALTY,756.35,-26.15,-0.0334,785.85,785.95,754.55,782.5,1049.7,754.55,34.77,3.66,0.0040999999999999995,9,1,-0.1257,-0.1441
SECTORAL INDICES,NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,13957.3,-116.7,-0.0083,14119.65,14160.1,13928.2,14074.0,15144.95,7249.7,35.22,5.21,0.006,15,5,-0.0111,-0.0562
SECTORAL INDICES,NIFTY CONSUMER DURABLES,NIFTY CONSR DURBL,34156.6,-282.2,-0.008199999999999999,34579.55,34731.65,34093.25,34438.8,44426.55,21967.45,56.83,10.7,0.0043,10,5,-0.09519999999999999,-0.0737
SECTORAL INDICES,NIFTY OIL & GAS,NIFTY OIL AND GAS,11306.65,-136.7,-0.011899999999999999,11477.2,11477.75,11292.6,11443.35,13607.2,6645.9,10.35,1.56,0.03,13,2,0.051100000000000007,-0.0617
SECTORAL INDICES,NIFTY MIDSMALL HEALTHCARE,NIFTY MIDSML HLTH,41559.9,-613.75,-0.0146,42279.65,42287.25,41475.75,42173.65,46103.35,31279.6,39.05,5.02,0.0046,26,4,0.0092,-0.056100000000000004
SECTORAL INDICES,NIFTY FINANCIAL SERVICES EX-BANK,NIFTY FINSEREXBNK,30491.95,-593.2,-0.0191,31150.0,31199.45,30446.3,31085.15,32654.2,23850.75,23.17,4.29,0.008100000000000001,29,1,0.2304,-0.052300000000000006
SECTORAL INDICES,NIFTY MIDSMALL FINANCIAL SERVICES,NIFTY MS FIN SERV,20203.15,-457.8,-0.0222,20750.15,20770.95,20151.9,20660.95,21299.4,13363.1,28.26,2.91,0.0067,28,2,0.33509999999999995,-0.027999999999999997
SECTORAL INDICES,NIFTY MIDSMALL IT & TELECOM,NIFTY MS IT TELCM,9725.65,-171.45,-0.0173,9923.35,9940.0,9700.65,9897.1,11536.7,7836.0,61.85,9.51,0.011000000000000001,16,4,-0.0559,-0.0702
SECTORAL INDICES,NIFTY CHEMICALS,NIFTY CHEMICALS,27328.2,-229.25,-0.0083,27602.9,27635.25,27251.1,27557.45,31895.45,25227.25,36.75,4.03,0.0062,14,6,0.0,-0.0617
SECTORAL INDICES,NIFTY500 HEALTHCARE,NIFTY500 HEALTH,17724.3,-207.2,-0.0116,17982.05,18000.6,17693.35,17931.5,19594.1,16294.6,36.31,5.33,0.005699999999999999,42,8,0.0,-0.061500000000000006
STRATEGY INDICES,NIFTY DIVIDEND OPPORTUNITIES 50,NIFTY DIV OPPS 50,6307.2,-42.85,-0.0067,6382.5,6388.5,6300.75,6350.05,6439.45,5288.6,14.82,2.94,0.0298,37,13,0.0331,-0.0138
STRATEGY INDICES,NIFTY GROWTH SECTORS 15,NIFTY GROWSECT 15,12164.95,-55.3,-0.0045000000000000005,12269.75,12271.5,12153.2,12220.25,12852.45,9722.65,31.76,7.24,0.0173,10,5,0.0381,-0.0313
