indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,24765.9,285.4,1.17,24615.95,24854.2,24529.4,24480.5,26373.2,21743.65,21.42,3.33,1.27,12,38,10.87,-3.42
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,67722.2,922.8,1.38,67102.85,67893.4,67036.7,66799.4,70833.65,57250.25,18.67,3.46,1.38,6,44,13.93,-1.81
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,59055.85,300.6,0.51,59008.25,59274.35,58506.4,58755.25,61764.85,47702.9,15.74,2.05,1,3,11,21.79,-1.68
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,27235.8,215.35,0.8,27182.3,27337.5,26920.55,27020.45,28562.5,22934.55,17.26,2.85,0.85,5,15,18.16,-1.64
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,13260.5,226.15,1.74,13161.15,13314.0,13067.8,13034.35,14118.4,5520.25,27.41,4.3,0.85,4,21,18.73,-3.21
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25420.1,301.85,1.2,25253.1,25505.1,25175.2,25118.25,26975.15,22177.35,20.91,3.35,1.29,18,82,11.4,-3.16
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13850.45,172.4,1.26,13755.85,13894.9,13712.4,13678.05,14700.95,11941.45,22.29,3.47,1.21,35,165,12.42,-3.11
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,22697.8,288.0,1.29,22536.75,22760.85,22468.2,22409.8,24144.2,19519.85,22.74,3.48,1.16,118,381,12.05,-3.05
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,16441.55,242.6,1.5,16332.35,16490.25,16234.85,16198.95,17572.45,13269.65,31.23,4.31,0.84,9,41,17.97,-3.77
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,57792.55,867.4,1.52,57330.6,57946.45,57014.7,56925.15,61548.85,46966.6,31.67,4.14,0.85,17,83,17.54,-2.9
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,16538.8,257.3,1.58,16397.1,16567.7,16311.55,16281.5,19224.95,14084.3,28.99,3.52,0.78,23,77,8.81,-2.62
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,17.86,-3.28,-15.52,21.14,21.14,17.3,21.14,23.19,8.72,0,0,0,,,30.65,46.75
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,21326.0,321.05,1.53,21142.0,21371.4,21041.2,21004.95,22650.05,17269.5,31.31,4.25,0.86,34,116,16.92,-2.76
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,8139.0,147.55,1.85,8047.6,8151.9,8012.2,7991.45,9282.7,6776.05,28.78,3.54,0.81,7,43,10.3,-1.76
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,15465.75,215.15,1.41,15344.05,15490.65,15265.4,15250.6,18077.35,13314.7,25.09,3.26,0.78,66,183,8.22,-2.85
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,19144.05,280.9,1.49,18983.7,19173.25,18892.65,18863.15,20668.15,15832.85,28.91,3.85,0.83,100,299,13.85,-2.79
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,15616.1,205.8,1.34,15500.4,15651.85,15447.7,15410.3,17112.15,5531.55,23.89,3.51,1.06,118,381,12.04,-2.98
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,16094.5,216.8,1.37,15972.15,16138.15,15918.15,15877.7,17095.2,5635.2,25.09,3.75,1.07,52,198,14.17,-2.96
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,12714.5,160.25,1.28,12625.35,12748.85,12585.4,12554.25,13842.6,6252.1,22.77,3.44,1.15,194,554,11.65,-3.17
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,20484.25,211.65,1.04,20387.9,20519.85,20254.1,20272.6,26476.9,5802.95,23.78,2.58,0.86,76,173,1.44,-6.25
