indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,24171.85,-154.8,-0.64,24233.65,24253.8,24138.4,24326.65,26373.2,22182.55,21.16,3.33,1.28,30,20,-0.42,0.73
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,71550.75,-302.15,-0.42,71776.4,71889.6,71452.6,71852.9,72037.6,59896.1,20.14,3.83,1.39,34,16,14.01,8.17
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,55422.65,-624.75,-1.11,55783.95,55797.7,55368.5,56047.4,61764.85,49954.85,14.14,1.91,1.05,11,3,1.94,-0.5
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,26110.3,-339.2,-1.28,26344.35,26353.15,26087.2,26449.5,28562.5,23373.95,17.11,2.84,0.86,18,2,0.5,0.22
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14488.1,-63.35,-0.44,14547.5,14590.6,14459.55,14551.45,14577.2,5520.25,32.35,4.95,0.61,15,10,20.9,9.59
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,25168.7,-150.8,-0.6,25235.7,25247.15,25133.95,25319.5,26975.15,22720.45,20.96,3.41,1.3,64,36,1.99,2.04
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13919.15,-72.75,-0.52,13956.25,13962.9,13900.15,13991.9,14700.95,12396.1,22.84,3.63,1.18,122,78,4.45,3.32
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,23116.0,-98.0,-0.42,23166.05,23185.65,23080.3,23214.0,24144.2,20385.65,23.65,3.67,1.11,282,216,5.83,4.42
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17621.45,3.9,0.02,17636.55,17686.3,17555.45,17617.55,17644.1,14783.9,34.76,4.8,0.6,25,25,16.71,8.7
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,61873.65,-129.5,-0.21,62039.15,62113.85,61766.35,62003.15,62094.4,52032.85,36.11,4.89,0.66,58,42,16.24,8.93
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,18750.85,55.2,0.3,18714.4,18795.8,18669.1,18695.65,19224.95,14986.0,31.74,3.65,0.64,55,45,15.86,13.38
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,17.05,0.43,2.57,16.62,17.43,16.16,16.62,28.91,8.72,0,0,0,,,-18.85,-13.45
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22764.6,-40.35,-0.18,22824.5,22846.7,22728.0,22804.95,22836.9,19165.1,34.17,4.88,0.7,87,63,16.19,8.87
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,9174.85,6.25,0.07,9179.95,9208.25,9148.15,9168.6,9282.7,7338.35,29.65,3.47,0.66,28,22,17.64,13.57
