indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,23412.6,33.05,0.14,23362.45,23582.95,23262.55,23379.55,26373.2,22182.55,20.3,3.2,1.33,25,25,-4.74,-1.8
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,69166.4,579.85,0.85,68490.75,69630.6,68275.4,68586.55,72037.6,59896.1,19.17,3.66,1.46,15,34,6.3,3.04
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,53456.15,-99.05,-0.18,53600.4,54103.9,53194.25,53555.2,61764.85,49954.85,13.52,1.83,1.1,7,7,-2.7,-3.86
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,25116.65,-20.5,-0.08,25152.55,25375.0,24970.4,25137.15,28562.5,23373.95,16.23,2.7,0.9,8,12,-4.16,-3.57
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,14074.05,102.0,0.73,13982.65,14181.0,13931.7,13972.05,14590.6,5520.25,30.07,4.75,0.63,11,14,11.9,6.06
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24369.05,66.0,0.27,24282.3,24538.75,24184.1,24303.05,26975.15,22720.45,20.08,3.28,1.35,40,59,-2.86,-0.94
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13488.3,49.7,0.37,13431.9,13582.9,13379.55,13438.6,14700.95,12396.1,21.85,3.49,1.22,72,126,-0.86,0.11
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,22377.35,77.45,0.35,22292.15,22532.0,22208.5,22299.9,24144.2,20385.65,22.62,3.53,1.15,196,300,0.13,0.89
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17156.9,101.4,0.59,17082.25,17293.85,17002.8,17055.5,17686.3,14804.55,32.89,4.64,0.62,19,31,9.08,5.09
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,60164.65,460.0,0.77,59761.4,60607.65,59560.65,59704.65,62113.85,52032.85,34.15,4.71,0.67,32,67,8.36,4.61
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,17994.05,55.05,0.31,17977.95,18129.95,17908.35,17939.0,19224.95,14986.0,30.01,3.51,0.67,40,59,6.45,7.35
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,19.43,0.15,0.75,19.28,20.13,18.36,19.28,28.91,8.72,0,0,0,,,6.76,-5.22
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,22096.5,138.85,0.63,21973.85,22250.85,21899.2,21957.65,22846.7,19218.0,32.36,4.69,0.7,53,96,8.43,4.34
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,8845.9,27.4,0.31,8841.65,8919.1,8807.35,8818.5,9282.7,7338.35,28.09,3.34,0.69,21,28,8.87,8.31
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,16784.0,48.2,0.29,16750.15,16899.55,16705.45,16735.8,18077.35,14143.45,29.89,3.57,0.7,103,145,6.12,6.99
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,20144.65,103.5,0.52,20056.75,20282.4,19993.75,20041.15,20886.3,17390.85,31.48,4.24,0.7,156,241,7.58,5.22
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,15763.75,57.5,0.37,15705.85,15871.7,15650.6,15706.25,17112.15,5531.55,24.41,3.62,1.03,196,300,2.3,2.42
