indexType,indexName,indexSymbol,closePrice,priceChange,percentChange,openPrice,dayHigh,dayLow,previousClose,yearHigh,yearLow,priceEarningsRatio,priceBookRatio,dividendYield,declines,advances,1Y%Change,1M%Change
BROAD MARKET INDICES,NIFTY 50,NIFTY 50,23379.55,-436.3,-1.83,23722.6,23757.55,23348.4,23815.85,26373.2,22182.55,20.3,3.2,1.33,46,4,-6.2,-2.79
BROAD MARKET INDICES,NIFTY NEXT 50,NIFTY NEXT 50,68586.55,-1711.3,-2.43,70121.85,70367.65,68466.45,70297.85,72037.6,59896.1,19.17,3.66,1.46,45,5,5.39,1.4
SECTORAL INDICES,NIFTY BANK,NIFTY BANK,53555.2,-884.7,-1.63,54178.4,54365.45,53457.5,54439.9,61764.85,49954.85,13.52,1.83,1.1,12,2,-3.3,-4.22
SECTORAL INDICES,NIFTY FINANCIAL SERVICES,NIFTY FIN SERVICE,25137.15,-518.3,-2.02,25539.75,25595.9,25096.25,25655.45,28562.5,23373.95,16.23,2.7,0.9,19,1,-5.13,-4.11
STRATEGY INDICES,NIFTY MIDCAP SELECT,NIFTY MID SELECT,13972.05,-361.15,-2.52,14302.0,14335.45,13956.6,14333.2,14590.6,5520.25,30.07,4.75,0.63,24,1,11.44,4.22
BROAD MARKET INDICES,NIFTY 100,NIFTY 100,24303.05,-481.75,-1.94,24694.3,24735.75,24269.35,24784.8,26975.15,22720.45,20.08,3.28,1.35,91,9,-4.25,-2.04
BROAD MARKET INDICES,NIFTY 200,NIFTY 200,13438.6,-282.8,-2.06,13677.35,13700.7,13421.3,13721.4,14700.95,12396.1,21.85,3.49,1.22,183,17,-2.15,-1.05
BROAD MARKET INDICES,NIFTY 500,NIFTY 500,22299.9,-495.85,-2.18,22728.7,22768.1,22270.95,22795.75,24144.2,20385.65,22.62,3.53,1.15,462,38,-0.94,-0.21
BROAD MARKET INDICES,NIFTY MIDCAP 50,NIFTY MIDCAP 50,17055.5,-425.55,-2.43,17468.25,17494.9,17036.3,17481.05,17686.3,14804.55,32.89,4.64,0.62,46,4,8.47,3.67
BROAD MARKET INDICES,NIFTY MIDCAP 100,NIFTY MIDCAP 100,59704.65,-1553.75,-2.54,61171.45,61325.35,59625.65,61258.4,62113.85,52032.85,34.15,4.71,0.67,92,8,7.74,3.22
BROAD MARKET INDICES,NIFTY SMALLCAP 100,NIFTY SMLCAP 100,17939.0,-586.8,-3.17,18512.5,18550.15,17913.45,18525.8,19224.95,14986.0,30.01,3.51,0.67,95,5,6.99,6.53
BROAD MARKET INDICES,INDIA VIX,INDIA VIX,19.28,0.73,3.92,18.55,19.46,17.63,18.55,28.91,8.72,0,0,0,,,4.84,2.28
BROAD MARKET INDICES,NIFTY MIDCAP 150,NIFTY MIDCAP 150,21957.65,-568.95,-2.53,22494.1,22543.65,21933.25,22526.6,22846.7,19218.0,32.36,4.69,0.7,137,13,8.0,3.09
BROAD MARKET INDICES,NIFTY SMALLCAP 50,NIFTY SMLCAP 50,8818.5,-261.4,-2.88,9071.85,9089.75,8805.85,9079.9,9282.7,7338.35,28.09,3.34,0.69,47,3,9.13,7.51
BROAD MARKET INDICES,NIFTY SMALLCAP 250,NIFTY SMLCAP 250,16735.8,-517.7,-3.0,17232.25,17265.5,16711.3,17253.5,18077.35,14143.45,29.89,3.57,0.7,234,16,6.7,6.24
BROAD MARKET INDICES,NIFTY MIDSMALLCAP 400,NIFTY MIDSML 400,20041.15,-553.3,-2.69,20566.2,20604.6,20017.45,20594.45,20886.3,17390.85,31.48,4.24,0.7,371,29,7.5,4.13
BROAD MARKET INDICES,NIFTY500 MULTICAP 50:25:25,NIFTY500 MULTICAP,15706.25,-378.95,-2.36,16045.2,16073.05,15686.1,16085.2,17112.15,5531.55,24.41,3.62,1.03,462,38,1.6,1.37
BROAD MARKET INDICES,NIFTY LARGEMIDCAP 250,NIFTY LARGEMID250,15977.15,-366.85,-2.24,16302.95,16332.9,15958.55,16344.0,17095.2,5635.2,24.97,3.88,1.02,228,22,1.78,0.54
BROAD MARKET INDICES,NIFTY TOTAL MARKET,NIFTY TOTAL MKT,12553.6,-283.95,-2.21,12800.1,12821.9,12537.0,12837.55,13842.6,6252.1,22.77,3.51,1.13,689,61,-0.69,0.06
BROAD MARKET INDICES,NIFTY MICROCAP 250,NIFTY MICROCAP250,22934.3,-727.0,-3.07,23606.85,23645.45,22889.65,23661.3,26476.9,5802.95,26.84,3.28,0.67,227,23,5.66,6.92
BROAD MARKET INDICES,NIFTY500 LARGEMIDSMALL EQUAL-CAP WEIGHTED,NIFTY500 LMS EQL,17485.75,-446.95,-2.49,17894.95,17926.35,17463.75,17932.7,18838.1,14014.4,26.29,3.76,0.92,462,38,3.55,2.48
BROAD MARKET INDICES,NIFTY INDIA FPI 150,NIFTY FPI 150,1505.5,-32.6,-2.12,1533.25,1535.25,1503.65,1538.1,1641.4,1346.5,22.71,3.65,1.24,139,11,0.0,-0.67
SECTORAL INDICES,NIFTY AUTO,NIFTY AUTO,26142.6,-610.8,-2.28,26700.0,26794.1,26091.45,26753.4,29179.1,22915.65,29.35,4.48,1.22,15,0,11.72,-1.87
SECTORAL INDICES,NIFTY FINANCIAL SERVICES 25/50,NIFTY FINSRV25 50,27464.3,-613.3,-2.18,27946.45,28010.2,27422.1,28077.6,0.0,0.0,16.03,2.8,1,19,1,-2.8,-3.92
SECTORAL INDICES,NIFTY FMCG,NIFTY FMCG,50453.9,-751.75,-1.47,51019.8,51237.2,50396.5,51205.65,58485.05,45334.15,35.38,8.89,1.65,13,2,-11.64,4.69
SECTORAL INDICES,NIFTY IT,NIFTY IT,28234.9,-1094.55,-3.73,29091.05,29091.05,28126.9,29329.45,40301.4,28126.9,19.18,5.23,3.71,10,0,-26.25,-9.01
SECTORAL INDICES,NIFTY MEDIA,NIFTY MEDIA,1396.3,-39.85,-2.77,1439.6,1440.25,1392.3,1436.15,1786.15,1245.05,27.12,1.47,1.26,10,0,-12.19,2.28
SECTORAL INDICES,NIFTY METAL,NIFTY METAL,12881.4,-45.0,-0.35,12945.75,13076.65,12865.3,12926.4,13256.2,8997.35,22.16,3.38,1.6,10,5,44.5,4.25
SECTORAL INDICES,NIFTY PHARMA,NIFTY PHARMA,23840.9,-329.55,-1.36,24177.3,24185.45,23816.4,24170.45,24310.8,21149.9,35.21,5.2,0.66,16,4,12.98,7.56
SECTORAL INDICES,NIFTY PSU BANK,NIFTY PSU BANK,8071.35,-89.7,-1.1,8120.8,8215.4,8054.6,8161.05,9918.65,6606.6,7.84,1.31,2.33,10,2,24.72,-8.05
SECTORAL INDICES,NIFTY PRIVATE BANK,NIFTY PVT BANK,25891.6,-465.65,-1.77,26229.25,26290.4,25838.9,26357.25,29748.45,23957.45,17.01,2.06,0.62,10,0,-6.45,-3.32
SECTORAL INDICES,NIFTY REALTY,NIFTY REALTY,765.7,-32.8,-4.11,799.2,801.9,764.65,798.5,1049.7,638.65,34.14,3.67,0.38,10,0,-12.25,0.85
SECTORAL INDICES,NIFTY HEALTHCARE INDEX,NIFTY HEALTHCARE,15276.5,-209.35,-1.35,15499.45,15509.05,15261.1,15485.85,15551.35,6482.8,38.52,5.73,0.56,17,3,10.98,7.62
